Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed,
44782,Apache httpd-2,All,bugs,RESOLVED,INVALID,(104)Connection reset by peer: ap_content_length_filter: apr_bucket_read() failed,2008-05-13 12:00:48,
54592,Apache httpd-2,Build,bugs,RESOLVED,WONTFIX,Apache2 service not found or service cannot be created inWindows 7,2014-01-20 00:24:01,
42636,Apache httpd-2,mod_ssl,bugs,RESOLVED,INVALID,Apache will crash if SSL and mod_deflate are used and a lot of content is requested twice,2007-12-30 23:33:03,
52870,Apache httpd-2,mod_proxy,bugs,NEW,---,100% CPU usage while using Forward Proxy,2013-01-13 19:16:08,
40292,Apache httpd-2,mpm_worker,bugs,RESOLVED,DUPLICATE,use up all memory after reloading,2007-12-02 13:48:32,
39629,Apache httpd-2,All,bugs,RESOLVED,DUPLICATE,proxy: error reading status line from remote server,2007-06-12 23:50:20,
38790,Apache httpd-2,All,bugs,RESOLVED,WORKSFORME,"No installed service named ""Apache2"",when I start apache using StartService()",2010-12-03 21:46:40,
54820,Apache httpd-2,mod_rewrite,bugs,NEEDINFO,---,REwriterule stops working,2014-01-20 00:13:38,
41141,Apache httpd-2,Other Modules,bugs,RESOLVED,FIXED,"mod_dbd, apr_dbd_pgsql: Error looking up ... in database mod_dbd, apr_dbd_pgsql: Error looking up ... in database",2008-02-18 00:52:15,
42907,Apache httpd-2,mpm_prefork,bugs,RESOLVED,INVALID,freetds doesn't work,2007-07-16 08:43:20,
46671,Apache httpd-2,mpm_worker,bugs,REOPENED,---,Apache periodicaly crashes .,2011-07-03 18:07:56,
38980,Apache httpd-2,mod_proxy,bugs,RESOLVED,WORKSFORME,Encoding of URIs,2007-09-08 07:24:47,
35019,Apache httpd-2,mod_proxy,bugs,RESOLVED,FIXED,javascript Onload starts only sometimes using Firefox/Mozilla+reverse_proxy+HTTPS+HTTP/1.1+Keep_Alive,2005-06-02 16:08:21,
54957,Apache httpd-2,All,bugs,RESOLVED,INVALID,Apache restart gracefully for every hour,2013-05-13 11:44:35,
36739,Apache httpd-2,mod_dav,bugs,CLOSED,INVALID,Apache 2.0.54 - PHP 5.1.0RC1 - Webdav = Segmentation Fault,2005-09-22 08:20:24,
50861,Apache httpd-2,mod_log_config,bugs,RESOLVED,FIXED,Turning on and off BufferedLogs makes httpd segfault,2011-03-17 11:04:33,
43812,Apache httpd-2,mod_cache,bugs,RESOLVED,INVALID,mod_cache does not update modified object,2007-11-15 03:11:52,
57224,Apache httpd-2,All,bugs,RESOLVED,INVALID,Test Bug Traker,2014-11-16 21:38:11,
40134,Apache httpd-2,mod_proxy,bugs,RESOLVED,FIXED,multiple set cookie in mod_proxy doesn't work anymore compare to httpd-2.2.0,2008-12-26 10:33:06,
56009,Apache httpd-2,All,bugs,NEEDINFO,---,"Memory leak in httpd 2.4.3 over time with persistant connection , will require Reset overtime of httpd.",2014-01-14 22:49:10,
40185,Apache httpd-2,mod_isapi,bugs,RESOLVED,FIXED,mod_isapi responses Content-Length: 0 and removes HTTP content,2007-12-30 23:12:21,
53727,Apache httpd-2,mod_proxy_ajp,bugs,RESOLVED,FIXED,mod_proxy_ajp: mixed up response after client connection abort,2012-08-21 17:34:20,
57580,Apache httpd-2,Core,bugs,RESOLVED,INVALID,"Perl code in ""User-Agent"" field is being executed and causing an exploit",2015-02-13 20:23:01,
44161,Apache httpd-2,Core,bugs,RESOLVED,DUPLICATE,Configuration disclosure in HTTP header when using static built-in and 3rd party shared modules,2008-01-02 05:46:16,
48095,Apache httpd-2,mpm_worker,bugs,RESOLVED,INVALID,APACHE LOAD BALANCING,2009-11-01 03:54:03,
50561,Apache httpd-2,All,bugs,RESOLVED,INVALID,root/shell exploit via httpd,2011-01-09 05:23:48,
55485,Apache httpd-2,Core,bugs,RESOLVED,INVALID,issue,2013-08-30 17:10:19,
34877,Apache httpd-2,mod_ssl,bugs,RESOLVED,WONTFIX,Re-negotiation verification step failed,2008-12-26 10:22:05,
51482,Apache httpd-2,Core,bugs,RESOLVED,LATER,Issue with rewrite and mod_autoindex,2011-07-06 21:22:30,
40496,Apache httpd-2,Platform,bugs,RESOLVED,INVALID,PHP5 incompatibility since v2.x,2006-09-13 07:24:50,
48440,Apache httpd-2,All,bugs,NEEDINFO,---,Segmentation Fault,2009-12-28 08:14:54,
33897,Apache httpd-2,mod_access,bugs,RESOLVED,FIXED,Downloading protected content cannot be resumed.,2005-06-03 08:21:33,
50247,Apache httpd-2,All,bugs,RESOLVED,INVALID,httpd hangs on poll(...) and read(...),2011-09-17 19:50:46,
38112,Apache httpd-2,Build,bugs,RESOLVED,DUPLICATE,sed's parse error in build/instdso.sh,2006-01-03 12:24:43,
55067,Apache httpd-2,All,bugs,RESOLVED,INVALID,long lost child came home! - Apache is responding with 500 error for https uploads,2013-06-12 12:21:03,
49437,Apache httpd-2,mod_auth,bugs,RESOLVED,FIXED,apache and mod_auth_basic segmentation fault,2013-06-02 05:16:30,
50335,Apache httpd-2,mod_proxy,bugs,RESOLVED,FIXED,Cores dumped under high load (segmentation fault signal 11 SIGSEGV),2014-01-19 19:28:33,
41748,Apache httpd-2,mpm_worker,bugs,RESOLVED,INVALID,Segmentation violation in httpd - thread/worker,2009-01-31 12:13:02,
55352,Apache httpd-2,Documentation,docs,RESOLVED,FIXED,<Proxy> matches even if just a prefix string is matched,2014-01-20 00:32:46,
33048,Apache httpd-2,mod_ssl,bugs,CLOSED,INVALID,"Opening https URL results sometimes in ""Cannot find server page"" in IE6",2005-04-19 09:22:01,
56101,Apache httpd-2,mpm_event,bugs,NEW,---,"Apache 2.4.6 ceases processing requests (scoreboard is full, not at MaxRequestWorkers)",2014-02-03 04:21:05,
39643,Apache httpd-2,mod_cache,bugs,RESOLVED,FIXED,mod_mem_cache crashes after requesting the same object twice,2006-05-30 01:14:25,
42835,Apache httpd-2,All,bugs,RESOLVED,INVALID,Apache2 not start,2007-07-08 16:21:31,
45792,Apache httpd-2,mpm_worker,bugs,RESOLVED,FIXED,Worker segmentation fault,2010-01-29 02:00:59,
55558,Apache httpd-2,mod_proxy_fcgi,bugs,CLOSED,FIXED,mod_proxy_fcgi+mod_deflate error with header-only output stream record,2014-12-05 12:24:14,
50011,Apache httpd-2,All,bugs,NEW,---,"error running apache, and installing apache as a service",2010-09-27 10:33:05,
40613,Apache httpd-2,All,bugs,RESOLVED,INVALID,The updated web site turn into old web site.,2006-10-03 11:58:22,
52510,Apache httpd-2,All,bugs,NEW,---,Segmentation Fault 11,2012-09-12 13:08:36,
48515,Apache httpd-2,mod_authn_ldap,bugs,RESOLVED,FIXED,LDAPConnectionTimeout Directive not working properly,2010-02-04 14:10:09,
50309,Apache httpd-2,mod_fcgid,bugs,CLOSED,FIXED,Apache is crashing during graceful restart,2013-02-25 17:06:58,
47020,Apache httpd-2,All,bugs,RESOLVED,INVALID,Virtual Host Definition Location Management & Documentation,2009-04-14 04:19:52,
37168,Apache httpd-2,Core,bugs,RESOLVED,WONTFIX,CPU goes to 100%,2007-10-07 17:35:53,
38763,Apache httpd-2,mod_proxy,bugs,RESOLVED,FIXED,mod_proxy does not handle asynchronous connection close correctly,2008-12-26 10:59:29,
54072,Apache httpd-2,mod_proxy_balancer,bugs,NEW,---,Syntax error front-end virtual-path too long,2013-11-06 11:48:19,
55315,Apache httpd-2,mod_proxy,bugs,CLOSED,WONTFIX,error in ProxyPass URL parsing with interpolation,2013-10-16 17:40:19,
45023,Apache httpd-2,mod_deflate,bugs,REOPENED,---,DEFLATE preventing 304 NOT MODIFIED response,2015-02-13 08:10:40,
39710,Apache httpd-2,mod_cgi,bugs,RESOLVED,FIXED,mod_cgi truncates error replies,2007-07-20 01:31:21,
39236,Apache httpd-2,mod_include,bugs,RESOLVED,DUPLICATE,'include virtual' not working when there are more than 255 byte to include.,2006-05-03 03:39:13,
55910,Apache httpd-2,Core,bugs,RESOLVED,FIXED,Continuation lines are broken during buffer resize,2015-01-23 09:06:31,
44560,Apache httpd-2,mod_ldap,bugs,RESOLVED,FIXED,[patch] mod_ldap cache corruption for NULL values (regression from 2.2.6),2008-07-09 13:23:05,
52774,Apache httpd-2,mod_proxy,bugs,RESOLVED,FIXED,RewriteRules within outgoing proxy no longer work,2012-11-01 15:03:52,
48021,Apache httpd-2,mod_fcgid,bugs,CLOSED,FIXED,File upload broken,2010-01-26 13:46:30,
39985,Apache httpd-2,mod_dbd,bugs,RESOLVED,FIXED,mod_dbd shutdown double free via dbd_close,2007-08-27 10:21:47,
51510,Apache httpd-2,Documentation,docs,RESOLVED,FIXED,"AllowOverride ""leakage""",2011-08-08 12:27:15,
51207,Apache httpd-2,mod_rewrite,bugs,RESOLVED,INVALID,rewrite ruleset no longer works (in 2.2.18),2011-05-16 20:23:47,
52889,Apache httpd-2,Core,bugs,RESOLVED,INVALID,ap_mpm_query() change breaks PHP extensions,2012-03-12 22:49:44,
56410,Apache httpd-2,mod_ssl,bugs,RESOLVED,FIXED,Apache 2.4.9 breaks existing installation after upgrading from 2.4.7 when using OpenSSL < 0.9.8h without specifying an SSLCertificateChainFile,2014-08-18 07:47:45,
54474,Apache httpd-2,mod_proxy_connect,bugs,RESOLVED,FIXED,mod_proxy_connect keeps open connection to client,2013-03-03 16:48:13,
54520,Apache httpd-2,Platform,bugs,RESOLVED,WONTFIX,"Apache Console  -k failure to read PID for Running Apache, instead looking for default service name with out -n specified",2013-05-14 20:00:19,
53787,Apache httpd-2,mod_cache_disk / mod_disk_cache,bugs,NEW,---,"In forward proxy, doesn't cache disk anymore",2013-05-21 21:14:01,
48198,Apache httpd-2,Core,bugs,CLOSED,INVALID,Changes in apache rc script conflicts with FIB patch of rc.subr,2009-11-23 14:03:59,
43711,Apache httpd-2,Core,bugs,RESOLVED,FIXED,100-continue response when 401 expected,2008-05-27 09:02:48,
43880,Apache httpd-2,mpm_prefork,bugs,RESOLVED,INVALID,May be deadlock,2007-11-16 03:17:56,
41601,Apache httpd-2,mod_proxy,bugs,RESOLVED,DUPLICATE,proxied redirects lose output headers,2007-02-13 07:46:59,
47310,Apache httpd-2,mod_proxy,bugs,RESOLVED,INVALID,Exadel Fidji Flash graphs that was working through Apache 2.0 reverse proxy do not work through Apache 2.2 reverse proxy,2009-06-03 12:09:22,
38812,Apache httpd-2,Other Modules,bugs,RESOLVED,FIXED,<Limit> broken with refactored provider-based authz,2011-01-08 14:25:20,
54435,Apache httpd-2,mod_proxy_http,bugs,RESOLVED,FIXED,LimitRequestBody ignores special value 0 - unlimited in mod_proxy_http,2013-02-06 19:33:51,
55909,Apache httpd-2,mod_rewrite,bugs,RESOLVED,WONTFIX,RewriteRules doesn't work if RewriteEngine ON is outside of the Directory tag,2013-12-19 18:07:59,
37217,Apache httpd-2,mod_cgi,bugs,RESOLVED,LATER,[Dependancy] mod_cgi build broken against APR <0.9.7,2011-08-06 23:39:58,
43697,Apache httpd-2,mod_proxy_connect,bugs,RESOLVED,FIXED,relaying proxy gets DNS error,2012-11-01 15:04:21,
46709,Apache httpd-2,mod_proxy,bugs,REOPENED,---,Expect: 100-continue to an HTTP/1.0 server change Breaks .NET Web Services,2013-08-12 21:56:14,
47686,Apache httpd-2,mod_include,bugs,RESOLVED,FIXED,Setting SSI variables appear to assume ISO-8859-1 character encoding,2010-09-19 09:03:34,
56729,Apache httpd-2,mod_reqtimeout,bugs,NEW,---,Can't use HTTP 1.1 Keep-Alive with mod_reqtimeout if POST request with POST-DATA respond during more than ->RequestReadTimeout body=[timeout],2014-11-03 14:04:50,
35782,Apache httpd-2,mod_proxy,bugs,RESOLVED,INVALID,Cookies created on proxy server are lost,2005-10-27 10:07:38,
36027,Apache httpd-2,mod_ldap,bugs,RESOLVED,WORKSFORME,Apache 2.0.54 Sevear Performance Degrade,2014-04-24 16:55:35,
38827,Apache httpd-2,mod_cache_disk / mod_disk_cache,bugs,NEW,---,mod_disk_cache trying to rename locked tempfile on 304 response,2013-04-02 12:02:34,
56306,Apache httpd-2,mod_ssl,bugs,RESOLVED,FIXED,SSLCertificateKeyFile path garbled if not explicitly given in each vhost,2014-08-18 07:49:27,
35330,Apache httpd-2,Core,bugs,RESOLVED,FIXED,[PATCH] AllowOverride Options does not allow Options in .htaccess,2010-03-22 05:58:45,
41590,Apache httpd-2,mpm_worker,bugs,RESOLVED,INVALID,Exceed Serverlimit directive when mod_php are using,2007-02-13 04:39:59,
55914,Apache httpd-2,All,bugs,NEEDINFO,---,child exit segmentation fault after apache graceful,2014-01-08 09:51:11,
43550,Apache httpd-2,mod_negotiation,bugs,RESOLVED,DUPLICATE,mod_negotiation is not passing query strings and path info when using typemaps,2010-02-23 20:07:24,
37758,Apache httpd-2,mod_rewrite,bugs,RESOLVED,FIXED,mod_rewrite trailing slash problem on external redirect in per-dir context,2006-08-31 13:03:17,
37006,Apache httpd-2,All,bugs,RESOLVED,FIXED,"""pthread"" error when compiling under AIX 5.3 using gcc 3.3.2",2006-02-10 09:25:07,
49638,Apache httpd-2,mod_ssl,bugs,RESOLVED,INVALID,Re-negotiation request failed,2010-07-22 12:30:55,
52476,Apache httpd-2,Core,bugs,RESOLVED,FIXED,SSL failures on windows with AcceptFilter https none,2012-08-14 23:44:14,
55264,Apache httpd-2,mod_auth_dbm,bugs,RESOLVED,FIXED,comment option broken in htdbm,2014-07-31 05:25:47,
38602,Apache httpd-2,mod_proxy,bugs,RESOLVED,FIXED,Keep Alive not workwing with mod_proxy (New socket created for every request proxied),2008-01-09 00:08:50,
56942,Apache httpd-2,mod_proxy,bugs,NEW,---,Unable to implement TRANSFER-CHUNKED:ENCODING with apache 2.2,2014-09-17 04:44:39,
49113,Apache httpd-2,mod_cache,bugs,RESOLVED,FIXED,"PDF's not reverse proxied / disk cached properly, and not accessible",2012-05-29 20:01:20,
54133,Apache httpd-2,mod_cgi,bugs,RESOLVED,FIXED,RLimitNPROC doesn't work :wrong #if RLIMIT_NPROC,2013-03-04 06:27:08,
50778,Apache httpd-2,Documentation,docs,RESOLVED,FIXED,Please remove non-exists page reference,2011-02-15 07:15:05,
40780,Apache httpd-2,mod_ldap,bugs,RESOLVED,INVALID,LDAP Port can't be setted to other value than defaults,2006-10-24 14:44:08,
41551,Apache httpd-2,mod_cache,bugs,RESOLVED,FIXED,mod_mem_cache cache incorrect header,2014-02-17 13:52:19,
45445,Apache httpd-2,mod_proxy_balancer,bugs,RESOLVED,FIXED,Connection Timeout vs. Request Timeout in reverse balanced proxies,2009-10-28 14:17:57,
49616,Apache httpd-2,mod_include,bugs,RESOLVED,DUPLICATE,XBitHack and AddCharset not works together,2010-07-19 14:45:01,
54794,Apache httpd-2,Core,bugs,NEW,---,mod_wsgi|fcgid and subversion >= 1.7 issues,2013-04-03 18:34:45,
53794,Apache httpd-2,mod_rewrite,bugs,RESOLVED,FIXED,Problem on rewrite,2015-01-16 20:49:11,
41094,Apache httpd-2,mod_include,bugs,RESOLVED,DUPLICATE,SSI does not interpretate correctly variables,2006-12-11 06:39:17,
46380,Apache httpd-2,mpm_worker,bugs,RESOLVED,FIXED,Apache 2.2.10 and suexec extra argv,2009-08-03 07:39:02,
44031,Apache httpd-2,mod_mime,bugs,REOPENED,---,RemoveHandler inside subdir location,2007-12-06 07:22:17,
57511,Apache httpd-2,mpm_winnt,bugs,NEW,---,Opening plain TCP Socket on SSL port causes denial of new connections,2015-01-28 18:33:54,
33010,Apache httpd-2,mod_logio,bugs,CLOSED,FIXED,loading mod_logio.so on win2k resulting apache crash,2005-01-09 05:50:59,
49724,Apache httpd-2,mod_substitute,bugs,RESOLVED,INVALID,mod_substitute fails with XHTML,2010-08-07 15:41:34,
51163,Apache httpd-2,mod_authz_ldap,bugs,RESOLVED,FIXED,Seg Fault when using module for authorization only,2011-05-08 18:36:28,
52859,Apache httpd-2,All,bugs,RESOLVED,WONTFIX,Apache will not return a custom error page on a 400 with a malformed host header,2012-03-08 16:00:41,
41796,Apache httpd-2,Core,bugs,RESOLVED,FIXED,Internal Dummy Connection should process effortlessly,2007-06-03 11:38:58,
34623,Apache httpd-2,mod_deflate,bugs,RESOLVED,WONTFIX,mod_deflate crashes apache,2007-11-11 16:08:02,
55443,Apache httpd-2,mod_negotiation,bugs,NEEDINFO,---,never gives 300 multiple choices,2013-08-18 15:58:28,
37739,Apache httpd-2,mod_proxy,bugs,RESOLVED,DUPLICATE,mod_proxy seems cut off some mime headers if used with mod_ssl,2005-12-07 03:21:39,
57751,Apache httpd-2,mod_proxy_wstunnel,bugs,NEEDINFO,---,Problems with proxy reverse to websockets,2015-03-24 15:59:10,
42894,Apache httpd-2,All,bugs,RESOLVED,DUPLICATE,setting up needed Win32DisableAcceptEx causes big memory consumption,2007-08-04 12:42:45,
49995,Apache httpd-2,Core,bugs,RESOLVED,DUPLICATE,"Apache2 is sending one SSL cert amongs different vhosts, ignoring the fact that vhosts are on different ports.",2014-01-19 19:23:50,
40416,Apache httpd-2,mod_proxy,bugs,NEW,---,mod_proxy_ftp cannot connect under http load in forward proxy,2008-03-05 16:47:35,
37858,Apache httpd-2,All,bugs,RESOLVED,INVALID,mod_rewrite/ssl segmentation fault,2005-12-12 01:01:30,
49200,Apache httpd-2,mod_cache,bugs,RESOLVED,FIXED,mod_cache stores responses to requests containing Cache-Control: no-store,2011-02-11 18:07:45,
55666,Apache httpd-2,mod_deflate,bugs,RESOLVED,DUPLICATE,"Not able to inflate, when enabled with SSL from backend to reverse proxy, if receiving bytes are less than 10",2014-02-27 16:11:33,
44459,Apache httpd-2,Build,bugs,RESOLVED,INVALID,"During installation, make fails on Solaris 8",2008-05-11 09:39:49,
49385,Apache httpd-2,mod_cache_disk / mod_disk_cache,bugs,NEW,---,mod_disk_cache server side included files are intermittently corrupted,2011-04-13 15:04:47,
43238,Apache httpd-2,mod_proxy,bugs,RESOLVED,FIXED,No KeepAlive for Reverse proxy to HTTPS - very poor performance,2008-12-15 06:31:37,
49440,Apache httpd-2,All,bugs,RESOLVED,INVALID,Read the same http request body in multiple modules,2010-06-15 07:43:07,
40069,Apache httpd-2,mpm_event,bugs,RESOLVED,INVALID,Crash in apr_pool_destroy,2008-06-05 13:19:13,
50377,Apache httpd-2,Documentation,docs,RESOLVED,FIXED,<Files*> and <Location*> sections seem to completely miss how multiple of each of them are merged,2012-03-30 16:33:30,
57412,Apache httpd-2,mod_rewrite,bugs,NEW,---,rewrite rules causes duplicate requests,2015-01-04 15:40:08,
48731,Apache httpd-2,mpm_prefork,bugs,NEW,---,Prefork not creating processes after 10 servers are made!,2010-02-11 22:21:33,
57453,Apache httpd-2,Core,bugs,NEW,---,403 error when virtualhost configured with non-existing directory,2015-01-17 18:22:37,
34439,Apache httpd-2,All,bugs,RESOLVED,WONTFIX,Error 2735 - Installation aborts due to wireless connection,2005-08-16 22:00:27,
32849,Apache httpd-2,mod_cache,bugs,RESOLVED,DUPLICATE,CacheDisable broken in 2.0.52?,2004-12-27 18:11:30,
47211,Apache httpd-2,mod_proxy_http,bugs,RESOLVED,INVALID,Images with Japanese file names not passed correctly to IIS 6,2009-05-25 16:30:45,
56062,Apache httpd-2,mod_deflate,bugs,RESOLVED,FIXED,mod_deflate does not decompress files larger than 4GB,2014-08-18 07:00:09,
49767,Apache httpd-2,mod_cgid,bugs,RESOLVED,DUPLICATE,No last-chunk '0' after POST request on CGI script,2010-08-18 06:29:24,
47315,Apache httpd-2,mpm_worker,bugs,RESOLVED,INVALID,Threads never exit and httpd spawns new children,2009-06-04 08:28:30,
40232,Apache httpd-2,mod_proxy,bugs,RESOLVED,FIXED,date header replaced by apache's server date,2007-09-03 11:53:14,
54652,Apache httpd-2,All,bugs,RESOLVED,INVALID,No Winsows version available Apache 2.4.4,2013-03-07 15:56:37,
55415,Apache httpd-2,mod_proxy_fcgi,bugs,NEW,---,Proxy loop caused by ProxyErrorOverride and ErrorDocument 404,2015-03-13 16:28:58,
56883,Apache httpd-2,Core,bugs,RESOLVED,INVALID,multiviews option causes a fail in ModRewrite,2014-08-26 14:00:54,
47376,Apache httpd-2,mod_ssl,bugs,RESOLVED,WORKSFORME,Crashed on mod_ssl by throwing /usr/sbin/httpd.worker: free(): invalid pointer:,2010-10-06 19:09:57,
38737,Apache httpd-2,mpm_worker,bugs,RESOLVED,FIXED,keepalives may cause worker MPM on linux to stall during shutdown,2006-05-26 13:17:31,
34705,Apache httpd-2,mod_auth_ldap,bugs,RESOLVED,DUPLICATE,mod_auth_ldap - repeated login failures result in high CPU usage,2005-05-04 06:03:12,
41897,Apache httpd-2,mod_proxy_balancer,bugs,RESOLVED,FIXED,mod_proxy_balancer: configured session identifier is case-sensitive,2008-05-13 04:31:42,
45799,Apache httpd-2,Core,bugs,RESOLVED,DUPLICATE,mod_deflate is conpressing wrong content,2008-09-13 06:06:54,
47427,Apache httpd-2,mod_ssl,bugs,RESOLVED,INVALID,browser doesn't get Error 403 if user's auth failed,2009-06-26 02:29:53,
50663,Apache httpd-2,Documentation,docs,RESOLVED,FIXED,SSLSessionCache does not document shmcb und shmht,2012-04-01 08:59:00,
42923,Apache httpd-2,mod_ssl,bugs,NEEDINFO,---,vhost certificate NOT overriding cert from the _default:443_ vhost,2010-05-06 00:11:07,
36563,Apache httpd-2,mod_ldap,bugs,RESOLVED,FIXED,mod_ldap caching breaks when value is NULL,2005-09-23 08:27:47,
51434,Apache httpd-2,mod_filter,bugs,RESOLVED,FIXED,Unable to use (forward) slashes in a FilterProvider regex,2011-10-08 20:06:25,
49133,Apache httpd-2,All,bugs,NEW,---,Windows service recovery options do not work for Apache service,2010-04-16 05:26:06,
37920,Apache httpd-2,mod_proxy,bugs,NEW,---,mod_proxy does not flush data on POST requests from client,2015-02-01 00:51:57,
41200,Apache httpd-2,mod_cache,bugs,NEEDINFO,---,"SSI include, prevent client from receiving full output when a file is retreived from a cache",2007-01-18 12:12:45,
53131,Apache httpd-2,All,bugs,RESOLVED,FIXED,apr_file_write() incorrectly used,2012-04-26 21:55:38,
39131,Apache httpd-2,Other Modules,bugs,RESOLVED,INVALID,PHP don,2006-03-28 11:22:33,
55787,Apache httpd-2,Core,bugs,NEW,---,"Chroot fails with ""Cannot chroot when not started as root"" error",2013-11-17 13:52:50,
44584,Apache httpd-2,support,bugs,RESOLVED,FIXED,ab.c: failure after apr_socket_connect() returns 37/EALREADY,2009-03-02 13:23:48,
35329,Apache httpd-2,Core,bugs,RESOLVED,DUPLICATE,[PATCH] AllowOverride Options does not allow Options in .htaccess,2005-06-11 16:16:55,
57334,Apache httpd-2,mod_ssl,bugs,NEW,---,Segmentation fault in SSL_renegotiate at ssl_lib.c:1032,2014-12-19 15:16:02,
44648,Apache httpd-2,Core,bugs,RESOLVED,FIXED,NPE when issuing a range request on files that are greater than 2^32 bytes in size,2008-03-24 10:28:05,
34158,Apache httpd-2,Core,bugs,RESOLVED,DUPLICATE,./apachectl: line 87: 24254 Segmentation fault      $HTTPD $ARGV,2005-04-11 02:52:54,
46231,Apache httpd-2,mod_proxy,bugs,NEW,---,Connection Pooling with ajp depends on syntax ?,2008-11-18 09:33:09,
40051,Apache httpd-2,Other Modules,bugs,RESOLVED,FIXED,multiple AuthnProviderAliases causes segfault of apache child process,2006-07-26 07:26:25,
43328,Apache httpd-2,Build,bugs,RESOLVED,INVALID,mod_authnz_ldap does not compile,2007-09-11 15:59:42,
46394,Apache httpd-2,All,bugs,RESOLVED,INVALID,PHP Files Not Parsing,2008-12-14 13:10:27,
48777,Apache httpd-2,mod_proxy_balancer,bugs,NEW,---,proxy balancer not detecting correctly when host (BalancerMember) is down,2010-02-19 13:47:28,
41729,Apache httpd-2,mod_proxy,bugs,NEW,---,error message: ap_get_scoreboard_lb(130) failed in  child ... for worker proxy:reverse,2012-09-30 11:40:46,
53663,Apache httpd-2,mod_rewrite,bugs,RESOLVED,FIXED,"Use of uninitialized memory in mod_rewrite, when RewriteMap is dbd or fastdbd",2012-08-21 15:57:19,
46449,Apache httpd-2,mod_include,bugs,NEW,---,Output out of order from SSI include virtual,2009-01-28 13:14:45,
46504,Apache httpd-2,mod_proxy,bugs,CLOSED,DUPLICATE,proxy: error reading status line from remote server,2009-01-26 07:33:33,
33171,Apache httpd-2,mod_include,bugs,CLOSED,WORKSFORME,xbithack not working with text/html types,2005-01-24 19:41:24,
36118,Apache httpd-2,Other Modules,bugs,CLOSED,INVALID,PHP-use of ticks crashes Apache when using phpXapacheX.dll on Windows,2006-04-18 12:37:47,
49863,Apache httpd-2,mod_userdir,bugs,RESOLVED,INVALID,Apache 2.2.14 won't accept short usernames such as jf with respect to userdirs,2010-09-02 10:35:58,
37757,Apache httpd-2,Platform,bugs,RESOLVED,INVALID,Broken environment in NPH-Scripts with UTF-8 encoded PATH_INFO,2007-12-22 13:14:25,
42978,Apache httpd-2,mod_dav,bugs,RESOLVED,WONTFIX,Content-* headers ignored upon PUT,2011-02-12 07:21:26,
47549,Apache httpd-2,mod_proxy_http,bugs,RESOLVED,FIXED,"mod_proxy connectiontimeout setting does not works, code error",2010-03-11 19:58:13,
52427,Apache httpd-2,All,bugs,RESOLVED,INVALID,Upgrade Apache from 1.3.34 to 2.0.59 on AIX 5.3,2012-01-05 12:02:17,
39099,Apache httpd-2,Build,bugs,RESOLVED,INVALID,php build failed due to apxs's command failed with rc=65536 error,2006-03-24 14:54:25,
54994,Apache httpd-2,mod_status,bugs,RESOLVED,INVALID,Apache 2.x version older than 2.2.6,2013-05-21 08:53:27,
56421,Apache httpd-2,Core,bugs,RESOLVED,INVALID,how to prevent the apache main process from accepting the connection from remote host?,2014-12-21 18:46:08,
32315,Apache httpd-2,mod_cache_disk / mod_disk_cache,bugs,CLOSED,INVALID,"mod_disk_cache with mod_proxy sends duplicate headers, breaks Firefox",2004-11-19 06:14:31,
48624,Apache httpd-2,All,bugs,RESOLVED,INVALID,No file appears with an CIFS mount an a NAS,2010-01-26 10:00:18,
55887,Apache httpd-2,Core,bugs,NEW,---,"In Windows apache, when user access to /con, apache returns 403 instead of 404(not found)",2013-12-16 04:30:45,
47894,Apache httpd-2,mod_dir,bugs,RESOLVED,INVALID,Directory index forbidden Error Page takes about 2minutes (timeout?) to display,2009-09-24 06:41:43,
49602,Apache httpd-2,Core,bugs,RESOLVED,INVALID,Peruser made as a core feature in httpd.,2010-07-16 09:57:41,
43372,Apache httpd-2,Documentation,docs,RESOLVED,FIXED,Document multiple extension behavior explicitly for each directive,2007-09-15 15:15:43,
55320,Apache httpd-2,mod_proxy,bugs,RESOLVED,FIXED,Plain-text request is sent to WSS URL (which should be over SSL) in mod_proxy_wstunnel,2014-08-18 07:41:02,
48090,Apache httpd-2,All,bugs,RESOLVED,INVALID,Apache CGI Parsing Error,2009-10-30 13:22:25,
37553,Apache httpd-2,Other Modules,bugs,RESOLVED,FIXED,mod_dbd pool and config handling,2006-08-08 14:55:31,
44940,Apache httpd-2,mod_ssl,bugs,NEW,---,Httpd randomly breaks when verifying client certificates,2010-08-27 07:44:25,
42732,Apache httpd-2,All,bugs,REOPENED,---,Authentication against database issue.,2007-09-18 06:37:30,
44211,Apache httpd-2,mod_include,bugs,RESOLVED,INVALID,SSIEnableAccess is documented but not implemented?,2008-01-11 09:04:21,
50621,Apache httpd-2,mod_fcgid,bugs,RESOLVED,INVALID,Using FcgidWrapper in .htaccess causes new processes on every request,2012-01-19 17:42:35,
56203,Apache httpd-2,Core,bugs,RESOLVED,DUPLICATE,AuthProviderAlias broken in 2.4 whereas was working in 2.2,2014-03-01 00:55:29,
46629,Apache httpd-2,Core,bugs,NEW,---,Apache hanging on system calls for php and perl,2009-01-29 10:46:15,
36438,Apache httpd-2,mod_ssl,bugs,RESOLVED,FIXED,Problem with CRL file loading in mod_ssl,2005-09-01 06:06:37,
